[0 0.196199998259544]
[0.0199999995529652 0.392399996519089]
[0.115235351026058 1.17719995975494]
[0.13180647790432 0]
[0.148373156785965 0]
[0.164939820766449 0]
[0.181506484746933 0]
[0.198072701692581 0]
[0.215412691235542 0]
[0.231463506817818 0]
[0.24777315557003 0]
[0.265037268400192 0]
[0.280939966440201 0]
[0.297473162412643 0]
[0.314482927322388 0]
[0.330606490373611 0]
[0.347173154354095 0]
[0.363972753286362 0]
[0.380408674478531 0]
[0.396874934434891 0]
[0.413439363241196 0]
[0.430132776498795 0]
[0.446860522031784 0]
[0.463466912508011 0]
[0.47970649600029 0]
[0.49627360701561 0]
[0.512942016124725 0]
[0.529896438121796 0]
[0.545991003513336 0]
[0.562539398670197 0]
[0.57980215549469 0]
[0.595673620700836 0]
[0.612559795379639 0]
[0.628805577754974 0]
[0.645449936389923 0]
[0.661944270133972 0]
[0.679407894611359 0]
[0.695222616195679 0]
[0.711839735507965 0]
[0.728206515312195 0]
[0.744824051856995 0]
[0.761340260505676 0]
[0.777906477451324 0]
[0.794472694396973 0]
[0.811208486557007 0]
[0.827606916427612 0]
[0.844310164451599 0]
[0.860739827156067 0]
[0.877306938171387 0]
[0.893873155117035 0]
[0.911239445209503 0]
[0.927279114723206 0]
[0.943582057952881 0]
[0.960772156715393 0]
[0.976774752140045 0]
[0.993273615837097 0]
[1.0098397731781 0]
[1.02640557289124 0]
[1.04383611679077 0]
[1.05953943729401 0]
[1.07610654830933 0]
[1.09285080432892 0]
[1.10923933982849 0]
[1.12580645084381 0]
[1.14241468906403 0]
[1.15893936157227 0]
[1.17580723762512 0]
[1.19207274913788 0]
[1.20896470546722 0]
[1.2252060174942 0.975191533565521]
[1.24192714691162 2.25662970542908]
[1.25846385955811 2.25662970542908]
[1.27490603923798 4.73686408996582]
[1.29182970523834 4.59847974777222]
[1.30847942829132 4.46443033218384]
[1.32460606098175 4.33511829376221]
[1.34117269515991 4.21097946166992]
[1.35773980617523 4.21097946166992]
[1.37430608272552 4.09248542785645]
[1.39100122451782 3.98013997077942]
[1.40744030475616 3.87447810173035]
[1.42400646209717 3.77606081962585]
[1.44057273864746 3.68546843528748]
[1.45715367794037 3.68546843528748]
[1.47399389743805 3.60329151153564]
[1.4902731180191 3.53011751174927]
[1.50695407390594 3.46651697158813]
[1.52340650558472 3.41302490234375]
[1.53997278213501 3.41302490234375]
[1.55653989315033 3.37012267112732]
[1.57349467277527 3.33821845054626]
[1.58967232704163 3.31762981414795]
[1.60623943805695 3.30856800079346]
[1.62289881706238 3.31112766265869]
[1.63939952850342 3.31112766265869]
[1.65593981742859 3.32528138160706]
[1.67250645160675 3.35088324546814]
[1.6890732049942 3.38767290115356]
[1.70563900470734 3.4352912902832]
[1.72220647335052 3.49329566955566]
[1.73877322673798 3.49329566955566]
[1.75533890724182 3.56117820739746]
[1.77208006381989 3.63838648796082]
[1.78847312927246 3.72434020042419]
[1.80503940582275 3.81844902038574]
[1.82160604000092 3.92012572288513]
[1.83817315101624 3.92012572288513]
[1.8549348115921 4.0287971496582]
[1.87130653858185 4.14391279220581]
[1.88821637630463 3.87088561058044]
[1.9044497013092 4.91343784332275]
[1.92101991176605 6.62488651275635]
[1.9376677274704 6.62488651275635]
[1.95463156700134 7.84249925613403]
[1.97070646286011 7.69856023788452]
[1.98727321624756 7.55697393417358]
[2.00384020805359 7.41787481307983]
[2.02040648460388 7.28140592575073]
[2.03697228431702 7.28140592575073]
[2.05353951454163 7.14771747589111]
[2.0701060295105 7.01696825027466]
[2.08667278289795 6.88932609558105]
[2.10330891609192 6.76496648788452]
[2.11993312835693 6.76496648788452]
[2.13658738136292 6.64407396316528]
[2.15293979644775 6.52684116363525]
[2.16950607299805 6.41346883773804]
[2.18653202056885 6.30416488647461]
[2.20265197753906 6.19914436340332]
[2.22000002861023 6.19914436340332]
